Player_Name,Season,Total_Minutes,FG,FGA,FT,FTA,TRB,AST,PTS,PTOV,SFD,PGA,AND1,PER,TS%,USG%,WS,BPM,VORP,ORtg
Jock Landale  ,2023,0.2663247863,0.2053571429,0.1798245614,0.112244898,0.1219512195,0.2371794872,0.08547008547,0.170212766,0.04526748971,0.1246753247,0.08688946015,0.1333333333,0.4578313253,0.7293814433,0.3229166667,0.2594594595,0.4157894737,0.2156862745,0.5882352941
Jock Landale  ,2022,0.132991453,0.1428571429,0.1315789474,0.0612244898,0.06504065041,0.141025641,0.06837606838,0.1185410334,0.05761316872,0.05194805195,0.05604113111,0.06666666667,0.4417670683,0.7345360825,0.28125,0.1945945946,0.4526315789,0.2156862745,0.5882352941
Carl Landry  ,2016,0.1261538462,0.3214285714,0.2675438596,0.193877551,0.2032520325,0.2371794872,0.07692307692,0.2674772036,0.02469135802,0.1012987013,0.04061696658,0.06666666667,0.6987951807,0.7551546392,0.4861111111,0.227027027,0.5368421053,0.2450980392,0.6029411765
Carl Landry  ,2015,0.3391452991,0.2142857143,0.1973684211,0.1836734694,0.1707317073,0.2179487179,0.03418803419,0.188449848,0.02469135802,0.187012987,0.02879177378,0.1047619048,0.3975903614,0.6855670103,0.28125,0.2648648649,0.3526315789,0.1862745098,0.5294117647
Carl Landry  ,2014,0.01128205128,0.125,0.1096491228,0.08163265306,0.07317073171,0.1794871795,0.02564102564,0.09726443769,0.008230452675,0.02337662338,0.004627249357,0.04761904762,0.2489959839,0.6469072165,0.15625,0.1351351351,0.3105263158,0.1862745098,0.4852941176
Romeo Langford  ,2023,0.2201709402,0.2232142857,0.2280701754,0.09183673469,0.1056910569,0.1474358974,0.1025641026,0.179331307,0.05761316872,0.07272727273,0.05964010283,0.05714285714,0.2168674699,0.5463917526,0.1875,0.1405405405,0.2526315789,0.1470588235,0.4558823529
Romeo Langford  ,2022,0.1952136752,0.125,0.1403508772,0.05102040816,0.07317073171,0.1217948718,0.03418803419,0.1063829787,0.03703703704,0.04935064935,0.02622107969,0.05714285714,0.1686746988,0.5360824742,0.1006944444,0.1837837838,0.4,0.2058823529,0.4264705882
Romeo Langford  ,2021,0.02837606838,0.08035714286,0.1096491228,0.05102040816,0.05691056911,0.09615384615,0.05982905983,0.06382978723,0.02880658436,0.01818181818,0.01388174807,0.01904761905,0.004016064257,0.3195876289,0.04513888889,0.1135135135,0.2315789474,0.1764705882,0.2352941176
Romeo Langford  ,2020,0.05811965812,0.05357142857,0.07456140351,0.0612244898,0.06504065041,0.05769230769,0.03418803419,0.04559270517,0.01646090535,0.02337662338,0.01542416452,0,0.01606425703,0.3144329897,0.0625,0.1243243243,0.2157894737,0.1666666667,0.2352941176
Jake LaRavia  ,2024,0.2071794872,0.2767857143,0.3464912281,0.2653061224,0.2520325203,0.2115384615,0.1452991453,0.2978723404,0.08641975309,0.1220779221,0.06889460154,0.06666666667,0.3052208835,0.587628866,0.3854166667,0.1675675676,0.3421052632,0.1862745098,0.4411764706
Jake LaRavia  ,2023,0.07316239316,0.07142857143,0.08333333333,0.02040816327,0.0243902439,0.08974358974,0.05128205128,0.06079027356,0.02880658436,0.01298701299,0.02519280206,0.009523809524,0.06827309237,0.5644329897,0.05902777778,0.1405405405,0.2894736842,0.1764705882,0.3823529412
Shane Larkin  ,2018,0.1965811966,0.1160714286,0.1447368421,0.0612244898,0.05691056911,0.08333333333,0.1538461538,0.1003039514,0.06172839506,0.03636363636,0.1187660668,0.009523809524,0.2128514056,0.4613402062,0.1909722222,0.1891891892,0.3842105263,0.2058823529,0.3676470588
Shane Larkin  ,2016,0.5302564103,0.2232142857,0.2456140351,0.112244898,0.1138211382,0.1217948718,0.3760683761,0.1914893617,0.3827160494,0.1246753247,0.3964010283,0.1238095238,0.3333333333,0.5231958763,0.2673611111,0.1891891892,0.3684210526,0.1960784314,0.3088235294
Shane Larkin  ,2015,0.5692307692,0.1964285714,0.2149122807,0.08163265306,0.08130081301,0.1217948718,0.2564102564,0.1580547112,0.2304526749,0.06753246753,0.2652956298,0.04761904762,0.2369477912,0.4948453608,0.125,0.2054054054,0.3263157895,0.1568627451,0.3382352941
Shane Larkin  ,2014,0.0988034188,0.07142857143,0.09210526316,0.0306122449,0.0406504065,0.03205128205,0.1282051282,0.0547112462,0.08230452675,0.02597402597,0.08380462725,0.0380952381,0.1325301205,0.3453608247,0.2569444444,0.1081081081,0.2736842105,0.1764705882,0.1617647059
Joffrey Lauvergne  ,2018,0.1141880342,0.1339285714,0.1184210526,0.05102040816,0.07317073171,0.1730769231,0.05982905983,0.09422492401,0.05349794239,0.04675324675,0.04678663239,0.01904761905,0.4618473896,0.5773195876,0.3611111111,0.1837837838,0.4210526316,0.2058823529,0.4411764706
Joffrey Lauvergne  ,2017,0.2666666667,0.1607142857,0.1754385965,0.07142857143,0.08130081301,0.2051282051,0.08547008547,0.1337386018,0.1028806584,0.08051948052,0.08071979434,0.06666666667,0.3052208835,0.5077319588,0.2951388889,0.1945945946,0.3578947368,0.1862745098,0.3676470588
Joffrey Lauvergne  ,2016,0.2875213675,0.2678571429,0.2456140351,0.112244898,0.09756097561,0.2884615385,0.07692307692,0.2097264438,0.06995884774,0.08571428571,0.06786632391,0.06666666667,0.4297188755,0.6572164948,0.3298611111,0.2378378378,0.3894736842,0.2058823529,0.4705882353
Joffrey Lauvergne  ,2015,0.02324786325,0.1071428571,0.1271929825,0.08163265306,0.09756097561,0.1794871795,0.04273504274,0.08814589666,0.03703703704,0.03376623377,0.01491002571,0.05714285714,0.2208835341,0.3788659794,0.34375,0.1189189189,0.1789473684,0.1764705882,0.1764705882
Zach LaVine  ,2024,0.2297435897,0.5803571429,0.6228070175,0.3571428571,0.3333333333,0.3076923077,0.3333333333,0.5623100304,0.08641975309,0.1168831169,0.1208226221,0.1047619048,0.40562249,0.6855670103,0.4791666667,0.1945945946,0.4789473684,0.2450980392,0.5
Zach LaVine  ,2023,0.8779487179,0.75,0.7543859649,0.4795918367,0.4552845528,0.2628205128,0.358974359,0.7234042553,0.353909465,0.5480519481,0.394344473,0.4857142857,0.562248996,0.7603092784,0.6354166667,0.4972972973,0.5736842105,0.4607843137,0.5441176471
Zach LaVine  ,2022,0.7275213675,0.7232142857,0.7412280702,0.4897959184,0.4552845528,0.2692307692,0.3846153846,0.7112462006,0.2839506173,0.4,0.3598971722,0.3333333333,0.6024096386,0.7551546392,0.6527777778,0.427027027,0.6,0.4509803922,0.5294117647
Zach LaVine  ,2021,0.627008547,0.8482142857,0.8157894737,0.4489795918,0.4146341463,0.2948717949,0.4188034188,0.8024316109,0.4650205761,0.3376623377,0.3470437018,0.3142857143,0.6626506024,0.8298969072,0.7291666667,0.4324324324,0.6842105263,0.5,0.5294117647
Zach LaVine  ,2020,0.6444444444,0.7767857143,0.8421052632,0.4591836735,0.4552845528,0.2820512821,0.358974359,0.7446808511,0.3950617284,0.3714285714,0.3120822622,0.3142857143,0.578313253,0.6597938144,0.7534722222,0.3297297297,0.6052631579,0.431372549,0.3970588235
Zach LaVine  ,2019,0.6738461538,0.7232142857,0.7543859649,0.5102040816,0.487804878,0.2756410256,0.3846153846,0.6899696049,0.4485596708,0.4467532468,0.3347043702,0.4095238095,0.5502008032,0.675257732,0.7118055556,0.2648648649,0.5157894737,0.3431372549,0.3970588235
Zach LaVine  ,2018,0.1558974359,0.4821428571,0.6140350877,0.3673469388,0.3658536585,0.2243589744,0.2564102564,0.4772036474,0.07818930041,0.1220779221,0.08586118252,0.08571428571,0.3855421687,0.4819587629,0.6770833333,0.1297297297,0.3526315789,0.1862745098,0.2941176471
Zach LaVine  ,2017,0.5295726496,0.5892857143,0.6271929825,0.2551020408,0.243902439,0.1923076923,0.2564102564,0.5440729483,0.1522633745,0.1584415584,0.157840617,0.1428571429,0.3855421687,0.6804123711,0.40625,0.2756756757,0.4789473684,0.2843137255,0.4852941176
Zach LaVine  ,2016,0.7158974359,0.4464285714,0.4780701754,0.2040816327,0.2032520325,0.1538461538,0.264957265,0.3951367781,0.2674897119,0.2311688312,0.2848329049,0.2095238095,0.3734939759,0.6082474227,0.46875,0.2540540541,0.3947368421,0.2254901961,0.3676470588
Zach LaVine  ,2015,0.5818803419,0.3035714286,0.350877193,0.193877551,0.1869918699,0.1538461538,0.3076923077,0.2765957447,0.4444444444,0.2181818182,0.3033419023,0.1714285714,0.2530120482,0.5231958763,0.4166666667,0.07567567568,0.2315789474,0.06862745098,0.2352941176
A.J. Lawson  ,2024,0.03794871795,0.08928571429,0.09210526316,0.04081632653,0.0406504065,0.05128205128,0.04273504274,0.06686930091,0.02880658436,0.03116883117,0.02519280206,0.01904761905,0.2489959839,0.5335051546,0.3472222222,0.1243243243,0.2315789474,0.1764705882,0.3823529412
Ty Lawson  ,2017,0.5237606838,0.2767857143,0.298245614,0.2551020408,0.2520325203,0.141025641,0.4102564103,0.2705167173,0.3909465021,0.2363636364,0.4015424165,0.180952381,0.4176706827,0.6159793814,0.3298611111,0.2864864865,0.4210526316,0.2352941176,0.4558823529
Ty Lawson  ,2016,0.414017094,0.1607142857,0.201754386,0.09183673469,0.1056910569,0.08974358974,0.3076923077,0.1428571429,0.2962962963,0.1116883117,0.2853470437,0.08571428571,0.1887550201,0.4226804124,0.1701388889,0.1621621622,0.2842105263,0.137254902,0.3088235294
Ty Lawson  ,2015,0.8427350427,0.4553571429,0.5043859649,0.3571428571,0.3902439024,0.1730769231,0.8205128205,0.4316109422,0.5144032922,0.3948051948,0.8550128535,0.2095238095,0.5421686747,0.5515463918,0.3680555556,0.4918918919,0.5894736842,0.4705882353,0.5
Ty Lawson  ,2014,0.6912820513,0.4732142857,0.5350877193,0.5306122449,0.5284552846,0.1987179487,0.7521367521,0.5045592705,0.5761316872,0.425974026,0.6447300771,0.3142857143,0.562248996,0.6237113402,0.4409722222,0.4540540541,0.5947368421,0.4411764706,0.5
Jake Layman  ,2022,0.0105982906,0.05357142857,0.05701754386,0.04081632653,0.0406504065,0.04487179487,0.02564102564,0.04255319149,0.02057613169,0.02597402597,0.01028277635,0.01904761905,0.1606425703,0.4845360825,0.2222222222,0.1189189189,0.2684210526,0.1862745098,0.2941176471
Jake Layman  ,2021,0.145982906,0.1517857143,0.1447368421,0.0612244898,0.06504065041,0.07051282051,0.05128205128,0.1246200608,0.04526748971,0.05714285714,0.03290488432,0.06666666667,0.2570281124,0.6829896907,0.1770833333,0.1513513514,0.3631578947,0.1960784314,0.4117647059
Jake Layman  ,2020,0.1042735043,0.2857142857,0.3070175439,0.1020408163,0.1138211382,0.1346153846,0.05982905983,0.2462006079,0.04115226337,0.04415584416,0.01645244216,0.05714285714,0.2128514056,0.5979381443,0.2673611111,0.1297297297,0.2789473684,0.1764705882,0.3382352941
Jake Layman  ,2019,0.3852991453,0.2410714286,0.2280701754,0.07142857143,0.08130081301,0.1730769231,0.05982905983,0.2006079027,0.08230452675,0.09090909091,0.06683804627,0.1047619048,0.3413654618,0.7268041237,0.2048611111,0.2810810811,0.4473684211,0.2450980392,0.5735294118
T.J. Leaf  ,2020,0.007521367521,0.08928571429,0.100877193,0.0306122449,0.0487804878,0.1346153846,0.02564102564,0.06079027356,0.008230452675,0.01558441558,0.01079691517,0.01904761905,0.3172690763,0.3582474227,0.3472222222,0.1297297297,0.3473684211,0.1960784314,0.2794117647
T.J. Leaf  ,2019,0.1100854701,0.125,0.1052631579,0.0306122449,0.0406504065,0.1153846154,0.03418803419,0.08814589666,0.01234567901,0.03896103896,0.02827763496,0.04761904762,0.4779116466,0.6701030928,0.2604166667,0.2,0.4578947368,0.2156862745,0.5882352941
T.J. Leaf  ,2018,0.08854700855,0.08035714286,0.07894736842,0.02040816327,0.0243902439,0.07051282051,0.01709401709,0.05775075988,0.02880658436,0.02597402597,0.01028277635,0.0380952381,0.2289156627,0.6005154639,0.1701388889,0.1567567568,0.3105263158,0.1862745098,0.5
Ricky Ledo  ,2015,0.01504273504,0.1428571429,0.2105263158,0.09183673469,0.1056910569,0.108974359,0.09401709402,0.1306990881,0.04938271605,0.03116883117,0.02210796915,0.01904761905,0.05220883534,0.293814433,0.5138888889,0.08108108108,0.04736842105,0.1568627451,0.02941176471
Courtney Lee  ,2020,0.04957264957,0.125,0.1140350877,0.0306122449,0.0243902439,0.05769230769,0.04273504274,0.1063829787,0.02469135802,0.007792207792,0.01542416452,0.009523809524,0.2329317269,0.8170103093,0.06597222222,0.1513513514,0.4421052632,0.2058823529,0.5441176471
Courtney Lee  ,2019,0.07794871795,0.1160714286,0.1315789474,0.04081632653,0.0487804878,0.07692307692,0.09401709402,0.09118541033,0.0329218107,0.02077922078,0.04781491003,0.009523809524,0.2128514056,0.4639175258,0.1840277778,0.1351351351,0.3421052632,0.1862745098,0.3529411765
Courtney Lee  ,2018,0.7213675214,0.375,0.399122807,0.1530612245,0.1300813008,0.1602564103,0.2051282051,0.3343465046,0.2222222222,0.1064935065,0.2102827763,0.02857142857,0.3212851406,0.6494845361,0.2395833333,0.3243243243,0.4578947368,0.2941176471,0.4852941176
Courtney Lee  ,2017,0.7723076923,0.3482142857,0.3640350877,0.112244898,0.1056910569,0.1923076923,0.1965811966,0.2978723404,0.1851851852,0.0987012987,0.2138817481,0.08571428571,0.2891566265,0.6365979381,0.1527777778,0.3405405405,0.4263157895,0.2647058824,0.5294117647
Courtney Lee  ,2016,0.7295726496,0.3035714286,0.3201754386,0.1326530612,0.1219512195,0.141025641,0.1452991453,0.2613981763,0.1275720165,0.1090909091,0.1609254499,0.1142857143,0.2610441767,0.6159793814,0.1631944444,0.3243243243,0.4210526316,0.2549019608,0.4411764706
Courtney Lee  ,2015,0.7364102564,0.3035714286,0.3333333333,0.1428571429,0.1382113821,0.1217948718,0.1709401709,0.2765957447,0.1851851852,0.08831168831,0.171722365,0.04761904762,0.2610441767,0.6262886598,0.1805555556,0.372972973,0.4473684211,0.2843137255,0.4411764706
Courtney Lee  ,2014,0.6061538462,0.3035714286,0.3070175439,0.1326530612,0.1138211382,0.1282051282,0.1282051282,0.2613981763,0.1687242798,0.09350649351,0.1285347044,0.1047619048,0.3534136546,0.675257732,0.2430555556,0.3675675676,0.5210526316,0.3431372549,0.5
Damion Lee  ,2023,0.4464957265,0.2142857143,0.2324561404,0.1326530612,0.1138211382,0.1666666667,0.1111111111,0.2188449848,0.0987654321,0.07532467532,0.1218508997,0.04761904762,0.2289156627,0.7603092784,0.21875,0.2540540541,0.3842105263,0.2058823529,0.5147058824
Damion Lee  ,2022,0.361025641,0.2142857143,0.2324561404,0.1020408163,0.09756097561,0.1794871795,0.08547008547,0.1945288754,0.03703703704,0.05974025974,0.08123393316,0.04761904762,0.2369477912,0.6417525773,0.2013888889,0.2594594595,0.3684210526,0.1960784314,0.4705882353
Damion Lee  ,2021,0.3005128205,0.1696428571,0.1754385965,0.07142857143,0.06504065041,0.1794871795,0.1111111111,0.1671732523,0.06995884774,0.03636363636,0.09048843188,0.04761904762,0.2730923695,0.8350515464,0.09722222222,0.2594594595,0.4842105263,0.2549019608,0.6176470588
Damion Lee  ,2020,0.4181196581,0.3571428571,0.4210526316,0.2244897959,0.2113821138,0.2884615385,0.2307692308,0.3556231003,0.1563786008,0.1142857143,0.1614395887,0.09523809524,0.3092369478,0.6082474227,0.3125,0.2054054054,0.3526315789,0.1862745098,0.4264705882
Damion Lee  ,2019,0.05982905983,0.1339285714,0.1403508772,0.0612244898,0.05691056911,0.1025641026,0.03418803419,0.1185410334,0.02057613169,0.02337662338,0.01542416452,0.01904761905,0.2771084337,0.6855670103,0.2361111111,0.1513513514,0.3578947368,0.1960784314,0.4852941176
Damion Lee  ,2018,0.06974358974,0.3392857143,0.4078947368,0.1530612245,0.1544715447,0.2756410256,0.1623931624,0.2948328267,0.02057613169,0.03376623377,0.03547557841,0.04761904762,0.281124498,0.456185567,0.3229166667,0.1351351351,0.3736842105,0.1960784314,0.3088235294
David Lee  ,2017,0.4365811966,0.25,0.1973684211,0.1020408163,0.1138211382,0.3333333333,0.1367521368,0.1914893617,0.1975308642,0.1636363636,0.1491002571,0.180952381,0.5421686747,0.7757731959,0.2395833333,0.4216216216,0.5684210526,0.3333333333,0.6029411765
David Lee  ,2016,0.2403418803,0.2589285714,0.2324561404,0.1326530612,0.1382113821,0.3269230769,0.1282051282,0.2066869301,0.1069958848,0.1142857143,0.1033419023,0.08571428571,0.5863453815,0.6597938144,0.3993055556,0.2756756757,0.5421052632,0.2647058824,0.4705882353
David Lee  ,2015,0.2406837607,0.2678571429,0.2456140351,0.1428571429,0.1707317073,0.3076923077,0.1452991453,0.2097264438,0.09465020576,0.1324675325,0.1048843188,0.07619047619,0.5140562249,0.5902061856,0.3333333333,0.2864864865,0.5210526316,0.2647058824,0.4852941176
David Lee  ,2014,0.7138461538,0.6339285714,0.5877192982,0.3367346939,0.3495934959,0.5705128205,0.1794871795,0.5227963526,0.2386831276,0.3922077922,0.1804627249,0.2761904762,0.5662650602,0.6546391753,0.4965277778,0.5243243243,0.5421052632,0.3823529412,0.4705882353
Saben Lee  ,2023,0.05914529915,0.1517857143,0.1754385965,0.1734693878,0.1869918699,0.08974358974,0.2307692308,0.1519756839,0.06995884774,0.06493506494,0.07866323907,0.02857142857,0.3253012048,0.5283505155,0.3298611111,0.1513513514,0.3789473684,0.1960784314,0.4705882353
Saben Lee  ,2022,0.1381196581,0.1428571429,0.1754385965,0.1530612245,0.1544715447,0.1282051282,0.2478632479,0.1398176292,0.0987654321,0.08831168831,0.1321336761,0.04761904762,0.3534136546,0.4819587629,0.2534722222,0.1621621622,0.4526315789,0.2156862745,0.4117647059
Saben Lee  ,2021,0.1986324786,0.1607142857,0.1578947368,0.1326530612,0.1544715447,0.1025641026,0.3076923077,0.1398176292,0.1604938272,0.1038961039,0.2159383033,0.07619047619,0.3534136546,0.5773195876,0.2430555556,0.1945945946,0.3684210526,0.1960784314,0.4852941176
Alex Len  ,2024,0.08341880342,0.0625,0.03947368421,0.04081632653,0.05691056911,0.1474358974,0.08547008547,0.04559270517,0.02057613169,0.04155844156,0.06375321337,0.0380952381,0.3895582329,0.8067010309,0.0625,0.1837837838,0.4842105263,0.2156862745,0.6470588235
Alex Len  ,2022,0.1435897436,0.1875,0.1622807018,0.112244898,0.1300813008,0.2371794872,0.1025641026,0.1519756839,0.05761316872,0.07532467532,0.05964010283,0.06666666667,0.3253012048,0.6829896907,0.2465277778,0.1621621622,0.3210526316,0.1862745098,0.4411764706
Alex Len  ,2021,0.2663247863,0.2142857143,0.1535087719,0.112244898,0.1463414634,0.2371794872,0.06837606838,0.170212766,0.06172839506,0.161038961,0.06221079692,0.09523809524,0.4578313253,0.8530927835,0.21875,0.2594594595,0.4684210526,0.2450980392,0.5882352941
Alex Len  ,2020,0.2632478632,0.2589285714,0.2192982456,0.1224489796,0.1544715447,0.3461538462,0.07692307692,0.2127659574,0.04938271605,0.1324675325,0.06323907455,0.08571428571,0.5100401606,0.7422680412,0.28125,0.2486486486,0.4368421053,0.2254901961,0.5441176471
Alex Len  ,2019,0.4594871795,0.3482142857,0.3333333333,0.1836734694,0.2276422764,0.3269230769,0.09401709402,0.3069908815,0.1152263374,0.2623376623,0.1043701799,0.180952381,0.4899598394,0.6778350515,0.4201388889,0.2864864865,0.4105263158,0.2254901961,0.5
Alex Len  ,2018,0.4085470085,0.25,0.2061403509,0.2346938776,0.2682926829,0.4551282051,0.1025641026,0.2279635258,0.1275720165,0.2883116883,0.09974293059,0.2666666667,0.578313253,0.7731958763,0.2430555556,0.3567567568,0.4894736842,0.2745098039,0.6176470588
Alex Len  ,2017,0.464957265,0.2410714286,0.2280701754,0.193877551,0.2195121951,0.3974358974,0.05128205128,0.2127659574,0.1399176955,0.2545454545,0.0498714653,0.2,0.4016064257,0.6211340206,0.2638888889,0.2756756757,0.3526315789,0.1862745098,0.4264705882
Alex Len  ,2016,0.5541880342,0.2767857143,0.3157894737,0.2244897959,0.2520325203,0.4615384615,0.1025641026,0.2431610942,0.2304526749,0.2961038961,0.1177377892,0.2,0.297188755,0.4381443299,0.3611111111,0.1837837838,0.2473684211,0.09803921569,0.25
Alex Len  ,2015,0.4505982906,0.2053571429,0.1885964912,0.112244898,0.1219512195,0.3974358974,0.04273504274,0.1610942249,0.1069958848,0.1428571429,0.03856041131,0.1714285714,0.3413654618,0.5927835052,0.1284722222,0.2972972973,0.3789473684,0.2058823529,0.4117647059
Alex Len  ,2014,0.05538461538,0.04464285714,0.04824561404,0.05102040816,0.05691056911,0.1282051282,0.008547008547,0.03039513678,0.03703703704,0.03376623377,0.00411311054,0.02857142857,0.09236947791,0.4046391753,0.1493055556,0.1243243243,0.1263157895,0.1568627451,0.1911764706
Kawhi Leonard  ,2024,0.7282051282,0.7767857143,0.7149122807,0.3775510204,0.3414634146,0.3653846154,0.3076923077,0.6899696049,0.2181069959,0.3168831169,0.3110539846,0.419047619,0.7309236948,0.8092783505,0.5729166667,0.5945945946,0.7631578947,0.6274509804,0.6617647059
Kawhi Leonard  ,2023,0.5292307692,0.7410714286,0.701754386,0.4795918367,0.4390243902,0.391025641,0.3333333333,0.6930091185,0.1399176955,0.3194805195,0.2637532134,0.3142857143,0.7590361446,0.8015463918,0.5902777778,0.4972972973,0.7947368421,0.5392156863,0.6764705882
Kawhi Leonard  ,2021,0.5377777778,0.7678571429,0.7324561404,0.5102040816,0.4634146341,0.391025641,0.4444444444,0.7234042553,0.1604938272,0.3038961039,0.3562982005,0.2666666667,0.843373494,0.7989690722,0.6458333333,0.5891891892,0.8578947368,0.6078431373,0.6911764706
Kawhi Leonard  ,2020,0.5634188034,0.8035714286,0.8377192982,0.6326530612,0.5772357724,0.4294871795,0.4188034188,0.7933130699,0.2427983539,0.4337662338,0.3506426735,0.4285714286,0.8795180723,0.7139175258,0.7986111111,0.5837837838,0.9421052632,0.6960784314,0.5588235294
Kawhi Leonard  ,2019,0.6290598291,0.8035714286,0.7894736842,0.6224489796,0.5772357724,0.4423076923,0.2820512821,0.7781155015,0.1769547325,0.4701298701,0.2565552699,0.4571428571,0.8353413655,0.7577319588,0.7048611111,0.627027027,0.8526315789,0.6568627451,0.5882352941
Kawhi Leonard  ,2017,0.7774358974,0.7410714286,0.7412280702,0.6428571429,0.5853658537,0.3461538462,0.2991452991,0.7446808511,0.2592592593,0.5766233766,0.3285347044,0.4476190476,0.9076305221,0.7680412371,0.7326388889,0.8486486486,0.9684210526,0.8921568627,0.6176470588
Kawhi Leonard  ,2016,0.7452991453,0.6607142857,0.6271929825,0.4183673469,0.3739837398,0.4102564103,0.2222222222,0.6139817629,0.1563786008,0.3454545455,0.2174807198,0.3714285714,0.843373494,0.7835051546,0.5486111111,0.8540540541,0.9526315789,0.8529411765,0.6176470588
Kawhi Leonard  ,2015,0.6266666667,0.5267857143,0.5263157895,0.3265306122,0.3170731707,0.4358974359,0.2136752137,0.4711246201,0.1687242798,0.2883116883,0.188688946,0.2476190476,0.6827309237,0.6572164948,0.4513888889,0.5783783784,0.7842105263,0.5980392157,0.5
Kawhi Leonard  ,2014,0.5890598291,0.4285714286,0.3947368421,0.1530612245,0.1544715447,0.3717948718,0.1709401709,0.358662614,0.1111111111,0.161038961,0.1619537275,0.219047619,0.578313253,0.7474226804,0.2881944444,0.5297297297,0.7421052632,0.5392156863,0.5441176471
Meyers Leonard  ,2020,0.2851282051,0.1785714286,0.1666666667,0.04081632653,0.0406504065,0.3012820513,0.09401709402,0.1550151976,0.06995884774,0.03896103896,0.06838046272,0.07619047619,0.2248995984,0.8118556701,0.07638888889,0.227027027,0.4263157895,0.2254901961,0.5147058824
Meyers Leonard  ,2019,0.2317948718,0.1696428571,0.1403508772,0.07142857143,0.06504065041,0.2179487179,0.1025641026,0.1489361702,0.06172839506,0.05194805195,0.09203084833,0.0380952381,0.4337349398,0.9355670103,0.1666666667,0.2756756757,0.5684210526,0.2745098039,0.7352941176
Meyers Leonard  ,2018,0.01846153846,0.09821428571,0.0701754386,0.0306122449,0.0243902439,0.108974359,0.04273504274,0.07294832827,0.004115226337,0.007792207792,0.02210796915,0.01904761905,0.5140562249,0.9381443299,0.2118055556,0.172972973,0.5789473684,0.2254901961,0.7352941176
Meyers Leonard  ,2017,0.3494017094,0.1517857143,0.1885964912,0.05102040816,0.0406504065,0.1794871795,0.08547008547,0.1337386018,0.0658436214,0.01558441558,0.09048843188,0.009523809524,0.156626506,0.5025773196,0.1909722222,0.1891891892,0.3,0.1568627451,0.3823529412
Meyers Leonard  ,2016,0.3873504274,0.2589285714,0.2763157895,0.0612244898,0.06504065041,0.3012820513,0.1282051282,0.2249240122,0.1522633745,0.02337662338,0.1151670951,0.01904761905,0.2530120482,0.6417525773,0.2569444444,0.2324324324,0.3842105263,0.2058823529,0.4117647059
Meyers Leonard  ,2015,0.2211965812,0.1785714286,0.1622807018,0.05102040816,0.0487804878,0.2628205128,0.05128205128,0.1489361702,0.02880658436,0.03636363636,0.04010282776,0.05714285714,0.3935742972,0.8221649485,0.2013888889,0.2648648649,0.5052631579,0.2549019608,0.5588235294
Meyers Leonard  ,2014,0.05299145299,0.0625,0.06578947368,0.04081632653,0.0406504065,0.1538461538,0.04273504274,0.04559270517,0.02880658436,0.02077922078,0.02107969152,0.01904761905,0.1767068273,0.456185567,0.1458333333,0.1459459459,0.2631578947,0.1764705882,0.3676470588
Jon Leuer  ,2019,0.06905982906,0.1160714286,0.08771929825,0.0612244898,0.06504065041,0.1282051282,0.02564102564,0.08510638298,0.02057613169,0.04155844156,0.01542416452,0.06666666667,0.3293172691,0.7835051546,0.2118055556,0.1621621622,0.3421052632,0.1960784314,0.5
Jon Leuer  ,2017,0.5962393162,0.3392857143,0.3421052632,0.1326530612,0.1219512195,0.3205128205,0.1282051282,0.2796352584,0.1563786008,0.1298701299,0.1259640103,0.1428571429,0.3694779116,0.6159793814,0.2534722222,0.3567567568,0.4684210526,0.2941176471,0.5
Jon Leuer  ,2016,0.3606837607,0.2678571429,0.2719298246,0.112244898,0.1219512195,0.3333333333,0.09401709402,0.2279635258,0.1769547325,0.1298701299,0.08740359897,0.1238095238,0.4497991968,0.6262886598,0.3402777778,0.2594594595,0.4736842105,0.2549019608,0.4117647059
Jon Leuer  ,2015,0.2133333333,0.1428571429,0.1535087719,0.0612244898,0.07317073171,0.1858974359,0.05982905983,0.1063829787,0.09465020576,0.07012987013,0.05089974293,0.02857142857,0.2771084337,0.4278350515,0.2986111111,0.1837837838,0.3263157895,0.1862745098,0.2941176471
Jon Leuer  ,2014,0.1511111111,0.1964285714,0.1842105263,0.08163265306,0.08130081301,0.1794871795,0.03418803419,0.1580547112,0.04938271605,0.05974025974,0.02159383033,0.02857142857,0.5060240964,0.6546391753,0.3854166667,0.2216216216,0.5263157895,0.2450980392,0.4852941176
Caris LeVert  ,2024,0.601025641,0.4285714286,0.4956140351,0.2346938776,0.243902439,0.2371794872,0.4358974359,0.3951367781,0.2592592593,0.238961039,0.4323907455,0.1238095238,0.3855421687,0.5463917526,0.4548611111,0.3081081081,0.4842105263,0.3039215686,0.4558823529
Caris LeVert  ,2023,0.6964102564,0.3571428571,0.4035087719,0.1836734694,0.1951219512,0.2179487179,0.3333333333,0.3373860182,0.3004115226,0.2051948052,0.3419023136,0.1523809524,0.297188755,0.6030927835,0.3020833333,0.3513513514,0.4631578947,0.2941176471,0.4705882353
Caris LeVert  ,2022,0.5405128205,0.5535714286,0.6096491228,0.2551020408,0.2682926829,0.2115384615,0.3675213675,0.4863221884,0.1851851852,0.2415584416,0.3084832905,0.180952381,0.40562249,0.5489690722,0.5347222222,0.2324324324,0.4105263158,0.2352941176,0.4264705882
